,type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
1525,mbdata,20140123194606,Clevvah4Evah,that bad i carpool tunnel pok ralli grammar,,,
1526,mbdata,20140123194606,KronosQuoth,fortun side dare   pokral hi,,,
1527,mbdata,20140123194606,KronosQuoth,how wonder nobodi need wait singl moment start improv world   kronosstar pokral,,,
1528,mbdata,20140123194611,siliconKing,rt @homelandillumin apd one unit site,,,
1529,mbdata,20140123194611,zengardener,rt @megaman cop buddi run ambul tag,,,
1530,mbdata,20140123194611,sithLordJames,rt @homelandillumin apb report apd unit en rout,,,
1531,mbdata,20140123194611,ninjabob,rt @homelandillumin apb report apd unit en rout,,,
1532,mbdata,20140123194621,roger_roger,i think re stuck,,,
1533,mbdata,20140123194622,jgrobannne,rt @ernieo let us support victim may attack know kill solut,,,
1534,mbdata,20140123194622,slamrjamr,rt @brontes_riff cop everywher,,,
1535,mbdata,20140123194628,rnbwBrite,rt @kronosstar govern offici tell peopl pleas stay away crime scene kronosstar,,,
1536,mbdata,20140123194628,reggierockin776,i recommend site abila dates.kronos/clickher,,,
1537,mbdata,20140123194635,FriendsOfKronos,cop come battl pok terrorist,,,
1538,mbdata,20140123194637,BlueVelvet,rt @kronosstar offici ask public patient apd resolv issu kronosstar,,,
1539,mbdata,20140123194637,zengardener,rt @kronosstar offici ask public patient apd resolv issu kronosstar,,,
1540,mbdata,20140123194637,phantomagate,rt @kronosstar offici ask public patient apd resolv issu kronosstar,,,
1541,mbdata,20140123194640,farmboy,rt @abilapost polic evacu corner around alexandira ithaki public safeti,,,
1542,mbdata,20140123194640,jaques,rt @abilapost polic evacu corner around alexandira ithaki public safeti,,,
1543,mbdata,20140123194641,onl1neRecords,doin fun'n'run weekend abilacitypark,,,
1544,mbdata,20140123194641,FriendsOfKronos,sylvia 's ralli park distract pok terroristsnotasdumbastheylook,,,
1545,mbdata,20140123194641,surferMan,terorrist rocker go back church,,,
1546,mbdata,20140123194641,protoGuy,n't cop practic gun,,,
1547,mbdata,20140123194641,CentralBulletin,addit polic unit respond shoot scene abila centralbulletin,,,
1548,mbdata,20140123194641,InternationalNews,abila polic depart keep peopl away scene shoot intnew,,,
1549,mbdata,20140123194641,prettyRain,ca nt getout,,,
1550,mbdata,20140123194647,ReggieWassali,cop leav cop scare power communiti pokral,,,
1551,mbdata,20140123194647,roger_roger,i ca n't stay go take chang back,,,
1552,ccdata,20140123194647,,traffic stop,,,64 Pafin Rd
1553,ccdata,20140123194651,,incomplet call for polic,,,
1554,mbdata,20140123194653,KronosQuoth,when everyth seem go rememb airplan take wind   kronosstar pokral,,,
1555,mbdata,20140123194653,KronosQuoth,our conscious aris subsid mortal success pokral hi,,,
1556,mbdata,20140123194700,rrWine,rt @soulofshi wow most excit town seen   go gg check who 's,,,
1557,mbdata,20140123194700,lindyT,rt @homelandillumin evacu expand includ build hi,,,
1558,mbdata,20140123194700,worldWatcher,rt @dangermic lot displac peopl wonder go tonight,,,
1559,mbdata,20140123194700,jgrobannne,rt @internationalnew continu evacu n abila danc dolphin fire abila intnew,,,
1560,mbdata,20140123194700,blueSunshine,rt @homelandillumin addit apd unit site hostag scene,,,
1561,mbdata,20140123194700,GreyCatCollectibles,sososad,,,
1562,mbdata,20140123194700,martaO,finallyher,,,
1563,mbdata,20140123194700,truthforcadau,cop leav without violenc peacerul pok,36.051,24.854,
1564,mbdata,20140123194700,luvwool,thank good microblog one els tell us 's go,,,
1565,mbdata,20140123194700,protoGuy,cop come get real,,,
1566,mbdata,20140123194700,KronosStar,addit apd unit call scene shoot near general grocer gelato galor kronosstar,,,
1567,mbdata,20140123194700,AbilaPoliceDepartment,report polic event ithaki alexandria pleas avoid area resolv situat apd,,,
1568,mbdata,20140123194700,roger_roger,one want run what go on out there,,,
1569,mbdata,20140123194700,Simon_Hamaeth,scari standoff,,,
1570,ccdata,20140123194700,,crime scene investig request locat person incid of interest,,,1422 N. Souliou St
1571,mbdata,20140123194711,joyce101,rt @homelandillumin apb report apd unit en rout,,,
1572,mbdata,20140123194714,meds4realz43,get paid give away free softwar easi make.money.kronos/link krono,,,
1573,mbdata,20140123194714,KronosQuoth,you ca nt use creativ   the use   kronosstar pokral,,,
1574,mbdata,20140123194737,henri,rt @kronosstar offici ask public patient apd resolv issu kronosstar,,,
1575,mbdata,20140123194739,BlueVelvet,rt @homelandillumin ambul arriv scene standoff,,,
1576,mbdata,20140123194740,microBanana,rt @abilapost polic evacu corner around alexandira ithaki public safeti,,,
1577,mbdata,20140123194741,rnbwBrite,rt @onl1nerecord doin fun'n'run weekend abilacitypark,,,
1578,mbdata,20140123194741,luvMyPants,rt @centralbulletin addit polic unit respond shoot scene abila centralbulletin,,,
1579,mbdata,20140123194742,KronosQuoth,opportun n't happen creat   pokral hi,,,
1580,mbdata,20140123194751,stolkfair,rt @megaman behind telephon pole tag stillonit,,,
1581,mbdata,20140123194757,gardener4958,rt @centralbulletin offic shot ambul dispatch gelatogalor shoot abila centralbulletin,,,
1582,mbdata,20140123194757,lindyT,rt @centralbulletin offic shot ambul dispatch gelatogalor shoot abila centralbulletin,,,
1583,mbdata,20140123194800,ninjabob,rt @praise111 prayer injur polic offic famili,,,
1584,mbdata,20140123194800,ninjabob,rt @kronosstar apd evacu area ask public refrain gawk   kronosstar,,,
1585,mbdata,20140123194800,microBanana,rt @kronosstar apd evacu area ask public refrain gawk   kronosstar,,,
1586,mbdata,20140123194800,worldWatcher,rt @homelandillumin addit apd unit site hostag scene,,,
1587,mbdata,20140123194800,lindyT,rt @homelandillumin addit apd unit site hostag scene,,,
1588,mbdata,20140123194800,jaques,rt @roger_rog guy came back say look back door saw black van guy gun,,,
1589,mbdata,20140123194800,klingon4real,rt @kronosstar addit apd unit call scene shoot near general grocer gelato galor kronosstar,,,
1590,mbdata,20140123194811,zengardener,rt @brontes_riff oh guess 's neighbor,,,
1591,mbdata,20140123194812,KronosQuoth,everi strike bring closer next home run   kronosstar pokral,,,
1592,mbdata,20140123194813,grlPwrz505,wanna get van detail -recommend blackvansrul,,,
1593,mbdata,20140123194813,ourcountryourrights,cop leav wonder 's go pok,,,
1594,mbdata,20140123194813,SiaradSea,wonder ii snek,,,
1595,ccdata,20140123194813,,alarm secur no crime,,,6464 N. Carnero St
1596,mbdata,20140123194822,soup4u,rt @michel thank apd afd brave servic abilasfinest,,,
1597,mbdata,20140123194823,vetsRock,rt @truccotrucco look like 3 cop car black van two peopl front van shoot,,,
1598,mbdata,20140123194840,sithLordJames,rt @ernieo what heck go today crazi,,,
1599,mbdata,20140123194840,joyce101,rt @abilapost polic evacu corner around alexandira ithaki public safeti,,,
1600,mbdata,20140123194840,plasticParts,rt @abilapost polic evacu corner around alexandira ithaki public safeti,,,
1601,mbdata,20140123194841,wireHead1122,rt @surferman terorrist rocker go back church,,,
1602,mbdata,20140123194841,vonneka,rt @centralbulletin addit polic unit respond shoot scene abila centralbulletin,,,
1603,mbdata,20140123194841,phantomagate,rt @internationalnew abila polic depart keep peopl away scene shoot intnew,,,
1604,mbdata,20140123194841,KronosQuoth,you becom believ   kronosstar pokral,,,
1605,mbdata,20140123194841,KronosQuoth,bless meek shall inherit earth   kronosstar pokral,,,
1606,mbdata,20140123194841,KronosQuoth,if will risk usual settl ordinari   pokral hi,,,
1607,mbdata,20140123194841,KronosQuoth,the whole secret success life find one 's destini   pokral hi,,,
1608,mbdata,20140123194900,gardener4958,rt @homelandillumin evacu expand includ build hi,,,
1609,mbdata,20140123194900,zengardener,rt @hemprul jax got call go help abilafir bravesthusbandev abilasfinest,,,
1610,mbdata,20140123194900,sarajane,rt @kronosstar apd evacu area ask public refrain gawk   kronosstar,,,
1611,mbdata,20140123194900,brain448,rt @internationalnew continu evacu n abila danc dolphin fire abila intnew,,,
1612,mbdata,20140123194900,blueSunshine,rt @internationalnew continu evacu n abila danc dolphin fire abila intnew,,,
1613,mbdata,20140123194900,joyce101,rt @homelandillumin addit apd unit site hostag scene,,,
1614,mbdata,20140123194900,footfingers,cop scare peopl rise system pok,36.054,24.902,
1615,mbdata,20140123194900,joyBubbles,i feel aw attack poor peopl send robot mar ca n't find way stop ivol,,,
1616,mbdata,20140123194900,panopticon,look cop might apd,,,
1617,mbdata,20140123194900,prettyRain,pleas help us someon,,,
1618,ccdata,20140123194900,,vehicl accid report,,,N. Pilau St / N. Arkadiou St
1619,mbdata,20140123194905,KronosQuoth,if wind serv take oar   kronosstar pokral,,,
1620,mbdata,20140123194905,KronosQuoth,real difficulti overcom imaginari one unconquer   pokral hi,,,
1621,mbdata,20140123194905,KronosQuoth,success consist never make mistak never make one second time   pokral hi,,,
1622,mbdata,20140123194913,wiseWords,rt @grlpwrz505 wanna get van detail -recommend blackvansrul,,,
1623,mbdata,20140123194921,dragonRider1,rt @roger_rog i think re stuck,,,
1624,mbdata,20140123194922,soup4u,rt @sara_nespola guy van gun n't seem stabl,,,
1625,mbdata,20140123194933,KronosQuoth,an unexamin life worth live   kronosstar pokral,,,
1626,mbdata,20140123194933,eazymoney,cheap car sale no question ask   cars.kronos/chopp   abila van car,,,
1627,mbdata,20140123194941,rnbwBrite,rt @centralbulletin addit polic unit respond shoot scene abila centralbulletin,,,
1628,mbdata,20140123194941,slamrjamr,rt @centralbulletin addit polic unit respond shoot scene abila centralbulletin,,,
1629,mbdata,20140123194941,stolkfair,rt @centralbulletin addit polic unit respond shoot scene abila centralbulletin,,,
1630,mbdata,20140123194941,dragonRider1,rt @centralbulletin addit polic unit respond shoot scene abila centralbulletin,,,
1631,mbdata,20140123194941,microBanana,rt @internationalnew abila polic depart keep peopl away scene shoot intnew,,,
1632,mbdata,20140123194941,AbilaPost,ambul arriv wound apd offic hope well abilapost,,,
1633,mbdata,20140123195000,phantomagate,rt @homelandillumin addit apd unit site hostag scene,,,
1634,mbdata,20140123195000,dolls4sale,rt @protoguy cop come get real,,,
1635,mbdata,20140123195000,teresaJ,rt @panopticon look cop might apd,,,
1636,mbdata,20140123195000,NewsOnlineToday,danc dolphin fire abila continu hope best newsonlin,,,
1637,mbdata,20140123195000,writinLazy,make $ 630-$8062 month onlin money.kronos/workathom abilafir,,,
1638,mbdata,20140123195000,anaregents,viktor e play ode juliana sad rememberjuliana rememberelian pok,,,
1639,mbdata,20140123195000,ourcountryourrights,ode juliana beauti song 'd gastech n't kill pok,,,
1640,mbdata,20140123195000,truccotrucco,ambul arriv hope get cop hospit fast pray ok shoot,36.059,24.856,
1641,mbdata,20140123195000,protoGuy,ambul shown injur cop,,,
1642,mbdata,20140123195000,CentralBulletin,ambul arriv wound offic abila centralbulletin,,,
1643,mbdata,20140123195000,roger_roger,gon na make break wish luck,,,
1644,mbdata,20140123195002,Clevvah4Evah,your spell grammer atroti pok ralli grammar,,,
1645,mbdata,20140123195002,KronosQuoth,i product circumst i product decis   kronosstar pokral,,,
1646,mbdata,20140123195002,KronosQuoth,the function leadership produc leader follow   pokral hi,,,
1647,mbdata,20140123195002,KronosQuoth,the one crazi enough think chang world one   pokral hi,,,
1648,mbdata,20140123195031,whiteprotein,one top diseases- help us cure diseasefund.kronos/payus abila cancer,,,
1649,mbdata,20140123195041,BlueVelvet,rt @internationalnew abila polic depart keep peopl away scene shoot intnew,,,
1650,mbdata,20140123195041,BlueVelvet,rt @abilapost ambul arriv wound apd offic hope well abilapost,,,
1651,mbdata,20140123195053,KronosQuoth,life shrink expand proport one courag   kronosstar pokral,,,
1652,mbdata,20140123195100,microBanana,rt @abilapolicedepart report polic event ithaki alexandria pleas avoid area resolv situat apd,,,
1653,mbdata,20140123195100,blueSunshine,rt @simon_hamaeth scari standoff,,,
1654,mbdata,20140123195100,wiseWords,rt @footfing cop scare peopl rise system pok,,,
1655,mbdata,20140123195113,truccotrucco,apd hero shoot,36.059,24.856,
1656,mbdata,20140123195113,FriendsOfKronos,abila post say polic offic wound sure trust pok copkil,,,
1657,mbdata,20140123195124,KronosQuoth,in experi one motiv desir no reason principl contain stand   pokral hi,,,
1658,mbdata,20140123195124,KronosQuoth,non judgment shape reckless self knowledg pokral hi,,,
1659,mbdata,20140123195141,dragonRider1,rt @abilapost ambul arriv wound apd offic hope well abilapost,,,
1660,mbdata,20140123195141,dolls4sale,rt @abilapost ambul arriv wound apd offic hope well abilapost,,,
1661,mbdata,20140123195148,KronosQuoth,you ca nt use creativ   the use   kronosstar pokral,,,
1662,mbdata,20140123195148,KronosQuoth,we must believ gift someth thing whatev cost must attain   kronosstar pokral,,,
1663,mbdata,20140123195148,KronosQuoth,life happen busi make plan   kronosstar pokral,,,
1664,mbdata,20140123195200,vetsRock,rt @truccotrucco ambul arriv hope get cop hospit fast pray ok shoot,,,
1665,mbdata,20140123195200,BlueVelvet,rt @roger_rog gon na make break wish luck,,,
1666,mbdata,20140123195213,reggierockin776,one top diseases- help us cure diseasefund.kronos/payus abila cancer,,,
1667,mbdata,20140123195213,KronosQuoth,peopl often say motiv nt last well neither bath   that recommend daili   kronosstar pokral,,,
1668,mbdata,20140123195213,KronosQuoth,there chanc destini fate hinder control firm resolv determin soul   pokral hi,,,
1669,mbdata,20140123195233,cleaningFish,work home make money hand fist pok,,,
1670,mbdata,20140123195233,footfingers,rememb murder elian justiceforelian pok,36.054,24.902,
1671,mbdata,20140123195233,protoGuy,hope hurt cop okay,,,
1672,mbdata,20140123195233,Sara_Nespola,took cop ambul must dead,,,
1673,mbdata,20140123195233,panopticon,ambul took cop away hope nt hurt tooo bad prayer,,,
1674,ccdata,20140123195233,,vandal report,,,N. Oddisseos St / N. Asiant St
1675,mbdata,20140123195243,KronosQuoth,wast want   kronosstar pokral,,,
1676,mbdata,20140123195243,KronosQuoth,chang thought chang world   kronosstar pokral,,,
1677,mbdata,20140123195300,dolls4sale,rt @joybubbl i feel aw attack poor peopl send robot mar ca n't find way stop ivol,,,
1678,mbdata,20140123195300,lordWally,rt @anareg viktor e play ode juliana sad rememberjuliana rememberelian pok,,,
1679,mbdata,20140123195301,rockStar113,chang plan instead meet gelatogalor let go beantheredonethat,,,
1680,mbdata,20140123195313,KronosQuoth,no one make feel inferior without consent   pokral hi,,,
1681,mbdata,20140123195313,KronosQuoth,whenev see success person see public glori never privat sacrific reach   pokral hi,,,
1682,mbdata,20140123195313,KronosQuoth,life make alway alway   kronosstar pokral,,,
1683,mbdata,20140123195313,KronosQuoth,if want achiev excel get today as second quit less excel work   pokral hi,,,
1684,mbdata,20140123195343,KronosQuoth,believ halfway   kronosstar pokral,,,
1685,mbdata,20140123195343,Clevvah4Evah,alway flush idea present pok ralli grammar,,,
1686,mbdata,20140123195343,KronosQuoth,eighti percent success show   kronosstar pokral,,,
1687,mbdata,20140123195400,jaques,rt @newsonlinetoday danc dolphin fire abila continu hope best newsonlin,,,
1688,mbdata,20140123195403,KronosQuoth,develop success failur discourag failur two surest step stone success   pokral hi,,,
1689,mbdata,20140123195433,KronosQuoth,a success man one lay firm foundat brick other thrown   pokral hi,,,
1690,mbdata,20140123195433,KronosQuoth,if offer seat rocket ship nt ask seat just get   kronosstar pokral,,,
1691,mbdata,20140123195433,KronosQuoth,the road success road failur almost exact   pokral hi,,,
1692,mbdata,20140123195458,KronosQuoth,if dream achiev   kronosstar pokral,,,
1693,mbdata,20140123195458,Clevvah4Evah,wait bate breadth pok ralli grammar,,,
1694,mbdata,20140123195500,truccotrucco,big vehicl showe,36.059,24.856,
1695,mbdata,20140123195500,protoGuy,swat shown,,,
1696,mbdata,20140123195500,megaMan,big offici truck show   not sure guy   tag,,,
1697,mbdata,20140123195500,shoutItOut,pray hirt polic apd abilapray,,,
1698,mbdata,20140123195500,AbilaPost,apd swat team arriv scene stand gelatogalor alexandria ithakis?#abilapost,,,
1699,mbdata,20140123195500,KronosStar,apd swat arriv scene shoot gelato galor kronosstar apdswat,,,
1700,mbdata,20140123195500,Officia1AbilaPost,best place work gastech rank   smad.co.kronos/qae49b3,,,
1701,mbdata,20140123195500,roger_roger,look back door cop wave get back insid stay crap,,,
1702,mbdata,20140123195500,sofitees,holi cow swat show get crazi standoff,36.059,24.857,
1703,ccdata,20140123195500,,shoplift,,,N. Limnou St / N. Berlau St
1704,mbdata,20140123195521,KronosQuoth,noth world common unsuccess peopl talent   pokral hi,,,
1705,mbdata,20140123195521,KronosQuoth,the best time plant tree 20 year ago the second best time   kronosstar pokral,,,
1706,mbdata,20140123195521,KronosQuoth,to success must accept challeng come way you ca n't accept one like   pokral hi,,,
1707,mbdata,20140123195533,teresaJ,rt @sara_nespola took cop ambul must dead,,,
1708,mbdata,20140123195549,KronosQuoth,your problem n't problem your reaction problem   pokral hi,,,
1709,mbdata,20140123195549,KronosQuoth,a truli rich man one whose children run arm hand empti   kronosstar pokral,,,
1710,mbdata,20140123195549,Clevvah4Evah,my boss alway impact pok ralli grammar,,,
1711,mbdata,20140123195559,truccotrucco,think swat team arriv hope stand end soon shoot standoff,36.059,24.856,
1712,mbdata,20140123195609,KronosQuoth,two road diverg wood i � i took one less travel and made differ   kronosstar pokral,,,
1713,mbdata,20140123195609,KronosQuoth,when stop chase wrong thing give right thing chanc catch   pokral hi,,,
1714,mbdata,20140123195609,KronosQuoth,life shrink expand proport one courag   kronosstar pokral,,,
1715,mbdata,20140123195631,KronosQuoth,when everyth seem go rememb airplan take wind   kronosstar pokral,,,
1716,mbdata,20140123195633,vonneka,rt @cleaningfish work home make money hand fist pok,,,
1717,mbdata,20140123195652,KronosQuoth,you without sin cast first stone   kronosstar pokral,,,
1718,mbdata,20140123195652,KronosQuoth,do n't let fear lose greater excit win   pokral hi,,,
1719,mbdata,20140123195652,KronosQuoth,there traffic jam along extra mile   kronosstar pokral,,,
1720,mbdata,20140123195657,mailfoool,bug problem?cal swat kill em swat bug,,,
1721,mbdata,20140123195657,megaMan,shooter come back tag,,,
1722,mbdata,20140123195657,AbilaPost,apd swat team arriv armor vehicl abilapost,,,
1723,mbdata,20140123195657,CentralBulletin,abila polic swat team arriv scene stand abila centralbulletin,,,
1724,mbdata,20140123195657,prettyRain,guy gon na run came back said polic outsid,,,
1725,ccdata,20140123195657,,vehicl accid report,,,N. Spetson St / N. Androutsou St
1726,mbdata,20140123195700,wireHead1122,rt @roger_rog look back door cop wave get back insid stay crap,,,
1727,mbdata,20140123195700,truccotrucco,ca nt believ backdoor readi run standoff,36.059,24.856,
1728,mbdata,20140123195700,FriendsOfKronos,apd swat scene take terrorist boy pok,,,
1729,mbdata,20140123195700,brontes_riff,just free man exert right cours cop take,,,
1730,mbdata,20140123195700,protoGuy,swat guy go take dude,,,
1731,mbdata,20140123195700,Sara_Nespola,swat arriv re gon na shoot,,,
1732,mbdata,20140123195700,megaMan,@ben yeah swat i 'm tri stay i tag,,,
1733,mbdata,20140123195700,panopticon,swat crazi look movi go,,,
1734,mbdata,20140123195700,prettyRain,say haev stay,,,
1735,mbdata,20140123195713,KronosQuoth,limit live mind   but use imagin possibl becom limitless   kronosstar pokral,,,
1736,mbdata,20140123195713,KronosQuoth,motiv get start habit keep go   pokral hi,,,
1737,mbdata,20140123195713,superhero447,make $ 630-$8062 month onlin fastjobs.kronos/trick abila workathom,,,
1738,mbdata,20140123195713,KronosQuoth,it better fail origin succeed imit   pokral hi,,,
1739,mbdata,20140123195732,megaMan,i 'm leav guy set tag,,,
1740,mbdata,20140123195732,shoutItOut,prayer swift peac resolut standoff gelatogalor,,,
1741,mbdata,20140123195732,HomelandIlluminations,tactic unit arriv scene,,,
1742,mbdata,20140123195732,roger_roger,decid stay put coupl us gon na block door one get insid,,,
1743,ccdata,20140123195732,,subject stop,,,84 Iroon Rd
1744,mbdata,20140123195736,KronosQuoth,the whole secret success life find one 's destini   pokral hi,,,
1745,mbdata,20140123195736,KronosQuoth,you ca nt use creativ   the use   kronosstar pokral,,,
1746,mbdata,20140123195736,KronosQuoth,you ve got get everi morn determin re go go bed satisfact   pokral hi,,,
1747,mbdata,20140123195736,KronosQuoth,if want achiev excel get today as second quit less excel work   pokral hi,,,
1748,mbdata,20140123195757,farmboy,rt @centralbulletin abila polic swat team arriv scene stand abila centralbulletin,,,
1749,mbdata,20140123195757,deals4realz,get paid give away free softwar easi make.money.kronos/link krono,,,
1750,mbdata,20140123195800,stolkfair,rt @megaman big offici truck show   not sure guy   tag,,,
1751,mbdata,20140123195800,microBanana,rt @friendsofkrono apd swat scene take terrorist boy pok,,,
1752,mbdata,20140123195800,dragonRider1,rt @prettyrain say haev stay,,,
1753,mbdata,20140123195813,truccotrucco,guy van keep yeell cop ca nt hear look mad standoff,36.059,24.856,
1754,mbdata,20140123195813,protoGuy,dude van say 's gon na shot hostag nt let go,,,
1755,mbdata,20140123195813,megaMan,black cloth guy yell van guy tag,,,
1756,mbdata,20140123195813,AbilaPost,apd report shooter black van hostag abilapost,,,
1757,mbdata,20140123195813,KronosStar,apd report shooter near gelato galor general grocer hostag kronosstar,,,
1758,mbdata,20140123195813,NewsOnlineToday,tactic unit arriv scene abila,,,
1759,mbdata,20140123195813,AbilaPoliceDepartment,the situat continu ithaki alexandria pleas continu avoid area resolv situat apd,,,
1760,mbdata,20140123195813,roger_roger,i hear polic yell sound like black van guy captiv,,,
1761,mbdata,20140123195819,KronosQuoth,whenev find side major time paus reflect   pokral hi,,,
1762,mbdata,20140123195832,rrWine,rt @homelandillumin tactic unit arriv scene,,,
1763,mbdata,20140123195843,Clevvah4Evah,april 31 2013 alway rememb date pok ralli grammar,,,
1764,mbdata,20140123195843,Clevvah4Evah,you penultim girlfriend pok ralli grammar,,,
1765,mbdata,20140123195900,siliconKing,rt @protoguy swat shown,,,
1766,mbdata,20140123195909,cheapgoods998,i found view profil find watch chirpwatch.kronos/watchm abila,,,
1767,mbdata,20140123195909,KronosQuoth,i would rather die passion boredom   kronosstar pokral,,,
1768,mbdata,20140123195929,KronosQuoth,it 's look matter 's see   pokral hi,,,
1769,mbdata,20140123195929,KronosQuoth,there traffic jam along extra mile   kronosstar pokral,,,
1770,mbdata,20140123195929,kedits,i lost bunch weight stuff work look news articl diet.kronos/starvenow   abila bestfood,,,
1771,mbdata,20140123195929,KronosQuoth,it matter slowli go long stop   kronosstar pokral,,,
1772,mbdata,20140123195931,mailfoool,come fun n gun rootin tootin good time shooter,,,
1773,mbdata,20140123195931,FriendsOfKronos,terrorist hostag pok terror,,,
1774,mbdata,20140123195931,protoGuy,ca n't see hostag van must back,,,
1775,mbdata,20140123195931,megaMan,van guy yell back canthear tag cantbegood,,,
1776,mbdata,20140123195931,CentralBulletin,report shooter hostag abila centralbulletin,,,
1777,mbdata,20140123195931,InternationalNews,abila situat escal involv swat unit intnew,,,
1778,mbdata,20140123195931,SiaradSea,crap guy threat kill someon,,,
1779,mbdata,20140123195932,ninjabob,rt @roger_rog decid stay put coupl us gon na block door one get insid,,,
1780,mbdata,20140123195952,KronosQuoth,the common way peopl give power think nt   kronosstar pokral,,,
1781,mbdata,20140123195952,KronosQuoth,happi someth readymad   it come action   kronosstar pokral,,,
1782,mbdata,20140123200000,dangermice,they pull firefight stretcher hurtfirefight,36.059,24.894,
1783,mbdata,20140123200000,kingWilly,what go town first kidnap fire armageddon,,,
1784,mbdata,20140123200000,martaO,this funni someday today,,,
1785,mbdata,20140123200000,brontes_riff,omg men black 's next black helicoptor,,,
1786,mbdata,20140123200000,protoGuy,swat pull back omg polic lame shoot,,,
1787,mbdata,20140123200000,Sara_Nespola,omg guy say hostag   hostag,,,
1788,mbdata,20140123200000,megaMan,black cloth guy set gon na stay put   wish i knew said   tag,,,
1789,mbdata,20140123200000,AbilaPost,apd establish secur perimet around standoff abilapost,,,
1790,mbdata,20140123200000,KronosStar,apd transit command swat kronosstar,,,
1791,mbdata,20140123200000,panopticon,loook like apd swat pull back go negoti crazi guy,,,
1792,mbdata,20140123200000,roger_roger,ca n't block front door hte window,,,
1793,mbdata,20140123200000,sofitees,id?b givin thtat guy somanygun yike,36.059,24.857,
1794,mbdata,20140123200000,Simon_Hamaeth,ve never seen swat close sure want standoff,,,
1795,mbdata,20140123200013,luvMyPants,rt @protoguy dude van say 's gon na shot hostag nt let go,,,
1796,mbdata,20140123200013,rrWine,rt @megaman black cloth guy yell van guy tag,,,
1797,mbdata,20140123200013,lindyT,rt @newsonlinetoday tactic unit arriv scene abila,,,
1798,mbdata,20140123200013,siliconKing,rt @newsonlinetoday tactic unit arriv scene abila,,,
1799,mbdata,20140123200013,dtennent,rt @newsonlinetoday tactic unit arriv scene abila,,,
1800,mbdata,20140123200057,courage4life,rt @centralbulletin abila polic swat team arriv scene stand abila centralbulletin,,,
1801,mbdata,20140123200100,lordWally,rt @truccotrucco ca nt believ backdoor readi run standoff,,,
1802,mbdata,20140123200100,jgrobannne,rt @megaman black cloth guy set gon na stay put   wish i knew said   tag,,,
1803,mbdata,20140123200113,pinky,rt @newsonlinetoday tactic unit arriv scene abila,,,
1804,mbdata,20140123200113,farmboy,rt @newsonlinetoday tactic unit arriv scene abila,,,
1805,mbdata,20140123200131,stolkfair,rt @protoguy ca n't see hostag van must back,,,
1806,mbdata,20140123200132,gardener4958,rt @homelandillumin tactic unit arriv scene,,,
1807,mbdata,20140123200200,sarajane,rt @protoguy swat pull back omg polic lame shoot,,,
1808,mbdata,20140123200200,lordWally,rt @simon_hamaeth ve never seen swat close sure want standoff,,,
1809,mbdata,20140123200213,courage4life,rt @truccotrucco guy van keep yeell cop ca nt hear look mad standoff,,,
1810,mbdata,20140123200213,blueSunshine,rt @kronosstar apd report shooter near gelato galor general grocer hostag kronosstar,,,
1811,mbdata,20140123200213,farmboy,rt @newsonlinetoday tactic unit arriv scene abila,,,
1812,mbdata,20140123200231,joyce101,rt @internationalnew abila situat escal involv swat unit intnew,,,
1813,mbdata,20140123200231,blueSunshine,rt @internationalnew abila situat escal involv swat unit intnew,,,
1814,mbdata,20140123200400,zengardener,rt @kronosstar apd transit command swat kronosstar,,,
